_id,NAME,COUNTRY,DAY,MONTH,YEAR,ROUTE,NAME OF THE TEAM,LEADER
5221,MR. PHURBA THILEY SHERPA,NEPAL,22,5,2017,,"""",""""
4061,MR. NGIMA DORJEE SHERPA,NEPAL,22,5,2013,,"""",""""
3929,MR. RINJIN SHERPA,NEPAL,18,5,2013,,"""",""""
2663,MR.LAMA BABU SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
701,NIMA TASHI SHERPA,NEPAL,25,5,1997,S.E. RIDGE,"""",""""
3713,MR. SHERAB PALDAN,INDIA,25,5,2012,,"""",""""
3911,MR. FEI YU,CHINA,19,5,2013,,"""",""""
3735,"MR. DAVID MARK
SHUTTLEWORTH",UK,20,5,2012,,"""",""""
1456,DEAN DANIEL CARDINALE,USA,30,5,2005,S E RIDGE,"""",
4451,MR. STEVEN MICHAEL HESS,USA,21,5,2016,,"2016 IMG EVEREST
EXPEDITION II","Mr. Jonathan
Flyod Schrock"
3322,MR. CHHEDAR SHERPA,NEPAL,12,5,2011,,"""",""""
2265,MR. NIMA GYALJEN SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
867,"MS. LALY RICHARDSON
LEONARD",USA,24,5,2000,S.E. RIDGE,"""",""""
1645,LAKPA GYALZEN SHERPA,NEPAL,18,5,2006,"NORMAL
ROUTE","""",""""
4122,"MR. PHURBA CHHOTAR
SHERPA",NEPAL,21,5,2013,,"""",""""
3182,MR. CHADDAD RAINERI RODRIGO,BRAZIL,20,5,2011,,"""",""""
4539,"MR. MINGMA DORJEE
SHERPA",NEPAL,22,5,2016,,"""",""""
1491,KAMI RITA SHERPA,NEPAL,30,5,2005,"SOUTH EAST
RIDGE","""",""""
2446,MR.NGIMA TSHIRING SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
730,DAVE WALSH,UK,25,5,1998,S.E. RIDGE,"HIMALAYANKINGDOM
EVEREST EXP. '98",Dave Walsh
5164,MR. HUA JIANG,CHINA,16,5,2017,,"""",""""
3411,MR. NGIMA NURBU SHERPA,NEPAL,25,5,2011,,"""",""""
1937,LAKPA NURU SHERPA,NEPAL,21,5,2007,S.E.RIDGE,"""",""""
1111,NIMA DORCHEE SHERPA,NEPAL,21,5,2003,"SOUTH E.
RIDGE","""",""""
4318,MR.TASHI THUNDU SHERPA,NEPAL,19,5,2013,,"""",""""
4744,MR. BRIAN RONALD DAGG,NEW ZEALAND,19,5,2016,,"""",""""
1186,JOHN EDWIN BAKER,UK,22,5,2003,S E RIDGE,"PEAK PROMO.
EVEREST 2003",Wongchu Sherpa
2008,MR. NGIMA GYALJEN SHERPA,NEPAL,22,5,2008,NORMAL,"""",""""
194,ANTONI SORS I FERRER,SPAIN,1,1,1985,NORTH SIDE,"""",""""
1516,TASHI TSHIRI SHERPA,NEPAL,24,5,2006,"SOUTH EAST
RIDGE","""",""""
579,DAWA TASHI SHERPA,NEPAL,13,5,1994,SOUTH PILLAR,"""",""""
2124,MR. DA KIPA SHERPA,NEPAL,25,5,2008,NORMAL,"""",""""
1430,MS. DANIELLE FISHER,USA,30,5,2005,SE RIDGE,"""",""""
4052,"MR. PEMBA TSHIRING
SHERPA",NEPAL,19,5,2013,,"""",""""
5251,MS. BOUCHRA BAIBANOU,MOROCCO,21,5,2017,,"SST EVEREST
EXP. 2017 SPRING",Mr. Guohua Li
1847,PHURBA RIDAR BHOTE,NEPAL,21,5,2007,S.E.RIDGE,"""",""""
132,PATRIK MARROW,CANADA,7,10,1982,SOUTHCOL,"""",""""
179,PERTEMBA SHERPA,NEPAL,21,4,1985,"S.E.
RIDGE","""",""""
4739,MR. PEMBA TAMANG,NEPAL,19,5,2016,,"""",""""
3035,MR. PEMBA SHERPA,NEPAL,17,5,2010,,"""",""""
4920,YAM BAHADUR GURUNG,NEPAL,16,5,2017,,"""",""""
3164,MR. PASANG SHERPA,NEPAL,18,5,2011,,"""",""""
4881,BRADLEY KEITH JONES,USA,22,5,2017,,"""",""""
2074,MR. TEMBA SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
659,ANG DAWA TAMANG,NEPAL,11,10,1996,S.E. RIDGE,,
1897,LHAKPA W. SHERPA,NEPAL,24,5,2007,S.E.RIDGE,"""",""""
3907,MR. PASANG SHERPA,NEPAL,19,5,2013,,"""",""""
2222,MR. PEMBA DORJI SHERPA,NEPAL,22,5,2008,NORMAL,"""",""""
3505,MR.GANESH THAKURI,NEPAL,19,5,2012,,"""",""""
343,EDMUND KARL VIESTURS,USA,15,5,1991,SOUTHCOL,"ERSHLER-WENDEL
EVEREST EXPD.",Willism H. Wendel
4581,MR. PASANG DAWA SHERPA,NEPAL,20,5,2016,,"""",""""
728,DA TENJI SHERPA,NEPAL,20,5,1998,S.E. RIDGE,"""",""""
4705,"MR. JAMES WINFIELD
LUMBERG",USA,16,5,2016,,"SNT- EVEREST
EXPEDITION - 2016","Mr. James
Winfield
Lumberg"
977,RA KWAN JU,SOUTH KOREA,16,5,2002,"SOUTH E.
RIDGE","""",""""
2285,MR. PASANG SHERPA,NEPAL,22,5,2008,NORMAL,"""",""""
3359,MR. GYALJEN DORJI SHERPA,NEPAL,20,5,2011,,"""",""""
1929,YOUN JUNG HYUN,SOUTH KOREA,16,5,2007,S.E.RIDGE,"""",""""
2942,MR. TSHETEN DORJEE SHERPA,NEPAL,23,5,2010,,"""",""""
3657,MR.JAMES EMORY FIELD IV,USA,26,5,2012,,"""",""""
1300,EUGENIO LUIS G. LETELIER,CHILE,15,5,2004,S E RIDGE,"""",""""
3376,"MR. DORJI SONAM GYALZEN
SHERPA",NEPAL,11,5,2011,,"""",""""
4875,"MR. PEMBA CHHIRING
SHERPA",NEPAL,21,5,2016,,"""",""""
661,MISRIN,INDONESIA,26,4,1997,S.E. RIDGE,"INDONESIA EVEREST
EXP.",Iwan Setiwan
1791,LAKPA RITA SHERPA,NEPAL,22,5,2007,S.E.RIDGE,"""",""""
2695,MR. NIMA DORJE TAMANG,NEPAL,15,10,2010,,"""",""""
3139,MR. JANGBU SHERPA,NEPAL,13,5,2011,,"""",""""
3820,"MR. PEDRO VIDAL GARCIAL-
HUIDOBRO",CHILE,18,5,2012,,"""",""""
2464,MR.TASI TSHERING SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
3448,MR. JOSEF EINWALLER,AUSTRIA,26,5,2012,,"""",""""
3045,MS. KRISTINAE ANN CHALK,USA,25,5,2010,,"""",""""
5050,NIMA SHERPA,NEPAL,20,5,2017,,"""",""""
3604,MR. NIMA GOMBU SHERPA,NEPAL,19,5,2012,,"""",""""
1279,WILLIAM BERNARD ZACHARY,USA,17,5,2004,"SOUTH EAST
RIDGE","""",""""
3468,MR. LAKPA GELU SHERPA,NEPAL,26,5,2012,,"""",""""
1622,PETER ROY MERLEY,UK,24,5,2006,"NORMAL
ROUTE","""",""""
3406,MR. ONGJE SHERPA,NEPAL,25,5,2011,,"""",""""
3289,MR. MICHAEL AARON HAMILL,USA,13,5,2011,,"2011 IMG EVEREST
EXPEDITION II","Mr. Justin
Reese Merle"
68,FRANZ OPPURG,AUSTRIA,14,5,1978,SOUTHCOL,"""",""""
4642,MR. RINZIN DORJE BODH,INDIA,19,5,2016,,"""",""""
4773,MR. FRED PAUL ALLDREDGE,USA,19,5,2016,,"""",""""
2270,MR. ANSELM B. MURPHY,IRELAND,21,5,2008,NORMAL,"PROJECT HIMALAYA
EVEREST EXPEDITION
2008","James S.
Mcguinness"
4188,MR. PEMBA NURU SHERPA,NEPAL,20,5,2013,,,
821,JORDI BAYONA SILVA,SPAIN,16,5,2000,S.E. RIDGE,"EXPEDICIO 2000 AL
EVEREST EXP","Antoni Bahi
Alburquerque"
1227,VERNON EDWARD TEZAS,USA,24,5,2004,S. E RIDGE,"AAI- EVEREST EXP.
2004","Vernon
Edward Tezas"
3430,MR. NGIMA KARMA SHERPA,NEPAL,14,5,2011,,"""",""""
4444,MR. PALDEN SHERPA,NEPAL,21,5,2016,,"""",""""
2410,MR.NIMA DORJE TAMANG,NEPAL,23,5,2009,NORMAL,"""",""""
5297,MR. PEMBA RITA SHERPA,NEPAL,27,5,2017,,"""",""""
4788,MR. KARMA SHERPA,NEPAL,19,5,2016,,"""",""""
4530,MR. SONAM TASHI SHERPA,NEPAL,13,5,2016,,"""",""""
3781,"MR. RUPESH BHARAT
KHOPADE",INDIA,19,5,2012,,"""",""""
1144,PEMBA CHHIRING SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
398,MAURICIO PURTO,CHILE,15,5,1992,S.E. RIDGE,"C.A.I. CHILEAN
SAGARMATHA EXPD.",Mauricio Purto
3278,MR. HELANDER RAUL EERIK,SWEDEN,20,5,2011,,"""",""""
4562,MR. HENRY DAVID TERAN,INDIA,19,5,2016,,"""",""""
3949,MS. LEYLA ALBOGACHIEVA,USA,18,5,2013,,"""",""""
1399,ANG CHHIRING SHERPA,NEPAL,2,6,2005,S E RIDGE,"""",""""
1660,PASANG TENJI SHERPA,NEPAL,17,5,2006,"NORMAL
ROUTE","""",""""
2221,MR. DORJEE GYALJEE SHERPA,NEPAL,22,5,2008,NORMAL,"""",""""
980,STUART SMITH,USA,16,5,2002,"SOUTH E.
RIDGE","2002 ALPINE ASCENTS
SOUTHCOL EXPEDITION",David Allen Hahn
1299,MISAEL ALVIAL CID,CHILE,15,5,2004,S E RIDGE,"""",""""
2553,MR. RAMAN DIZ MONTERO,SPAIN,20,5,2009,NORMAL,"""",""""
83,GEORG RITTER,GERMANY,17,10,1978,WEST RIDGE,"""",""""
5199,MR. SUN BIN,CHINA,22,5,2017,,"SHERPA KHANGRI
EVEREST EXPEDITION
2017",Mr. Sun Bin
2772,MR. JOHN FURNEAUX,CANADA,24,5,2010,,"CWMS EVEREST
EXPEDITION 2010","Mr. John
Furneaux"
4155,MR. NIMA LAMA,INDIA,17,5,2013,,"""",""""
4185,MR.GYALJEN NURU SHERPA,NEPAL,19,5,2013,,"""",""""
3209,"MR. CHRISTOPHER ELSTUN
DAVENPORT",USA,20,5,2011,,"""",""""
424,OSWALD SANTIN,ITALY,28,9,1992,"SOUTH
COL.VIA EAST
FACE","""",""""
4601,"MR. PEMBA THUNIDUK
SHERPA",NEPAL,19,5,2016,,"""",""""
1905,NIMA DORJEE TAMANG,NEPAL,17,5,2007,S.E.RIDGE,"""",""""
4813,MR. DEBRAJ DUTTA,INDIA,19,5,2016,,"""",""""
3784,"MR. SURENDRA RAVINDRA
JALIHAL",INDIA,19,5,2012,,"""",""""
4899,SONA CHHIRI SHERPA,NEPAL,25,5,2017,,"""",""""
1566,TAPLEY M. RICHARD,USA,21,5,2006,"NORMAL
ROUTE",BELSIGER/MOUNTAIN LINK,Robert
3788,MR. KAME SHERPA,NEPAL,19,5,2012,,"""",""""
840,BABU CHHIRI SHERPA,NEPAL,21,5,2000,S.E. RIDGE,"SPEED EVEREST IN 16
HRS EXP.","Babu Chhiri
Sherpa"
501,KAJI SHERPA,NEPAL,16,5,1993,S.RIDGE,"""",""""
142,LARRY NIELSON,USA,7,5,1983,SOUTHCOL,"""",""""
1378,NINGMA TSHERING SHERPA,NEPAL,2,6,2005,S E RIDGE,"""",""""
4964,MR. CHHIRI LOPSANG BHOTE,NEPAL,21,5,2017,,"""",""""
2267,MR. NINGMA TSHIRING SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
2407,MR.ANG KAJI SHERPA,NEPAL,23,5,2009,NORMAL,"""",""""
1139,NAYAK DUTTA BDR BUDHA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
4960,MR. DORJI GYALGEN SHERPA,NEPAL,16,5,2017,,"""",""""
2866,MR. DAMIAN BENEGAS,USA,23,5,2010,,"""",""""
1788,JAMES FERDRICK OGILVIE,UK,22,5,2007,S.E.RIDGE,"""",""""
3324,MR. KAJI SHERPA,NEPAL,12,5,2011,,"""",""""
551,YOSHIO OGATTA,JAPAN,22,12,1993,"SOUTH WEST
FACE","""",""""
3504,MR. DAWA DENDI SHERPA,NEPAL,19,5,2012,,"""",""""
2020,MR. JAMLING BHOTE,NEPAL,22,5,2008,NORMAL,"""",""""
949,MAXIMO HENOSTAROZA ZAMBRANO,PERU,24,5,2001,"SOUTH E.
RIDGE","""",""""
4152,MR. ANAND GURUNG,INDIA,17,5,2013,,"""",""""
2522,MR.FURBA SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
533,RAMON B. SUAREZ,VENEZUALA,7,10,1993,S.RIDGE,"""",""""
3775,MR. NGIMA GRIMEN SHERPA,NEPAL,26,5,2012,,"""",""""
1830,MARK R. SEDON,NEW ZEALAND,20,5,2007,S.E.RIDGE,"""",""""
3860,MR. SAMGEL SHERPA,NEPAL,20,5,2013,,"""",""""
4689,"MR. SONAM CHHIRING
SHERPA",NEPAL,21,5,2016,,"""",""""
4232,MR. NGIMA NURBU SHERPA,NEPAL,23,5,2013,,"""",""""
1603,PHUR TENJI SHERPA,NEPAL,18,5,2006,"NORMAL
ROUTE","""",""""
2239,MR. KAMI RITA SHERPA,NEPAL,22,5,2008,NORMAL,"""",""""
640,MS. ARACELI SEGARRA ROCA,SPAIN,23,10,1996,S.E. RIDGE,"""",""""
5124,ANUP GURUNG,NEPAL,21,5,2017,,"""",""""
968,LAKPA RITA SHERPA,USA,16,5,2002,"SOUTH E.
RIDGE","""",""""
4959,"MR. EDWARD WILLIAM
NUGENT LV",USA,23,5,2017,,"""",""""
2955,MR. CHHIRING TASHI SHERPA,NEPAL,22,5,2010,,"""",""""
1684,. JAMES A. PATTERSON III,USA,20,5,2007,S.E.RIDGE,"""",""""
2249,MR. PHUR GYALZEN SHERPA,NEPAL,26,5,2008,NORMAL,"""",""""
4743,MR. DANNY JOHN GUARD,NEW ZEALAND,19,5,2016,,"""",""""
4265,MR. BRIEN RICHARD SHEEDY,USA,18,5,2013,,"""",""""
156,KAZUNARI MURALAMI,JAPAN,16,12,1983,SOUTHCOL,"""",""""
2296,MR. ASHISH K. SING,INDIA,22,5,2008,NORMAL,"""",""""
2803,MR. HOKI BAEK,SOUTH KOREA,17,5,2010,,"""",""""
3198,MR. KENJI KONDO,JAPAN,26,5,2011,,"ADVENTURE GUIDES
MT. EVEREST,2011",Mr. Kenji Kondo
1090,ROBERT  HOFFMAN,USA,26,5,2003,"SOUTH EAST
RIDGE","EVEREST 2003
AMERICAN
COMMEMORATIVE EXP",Robert H. Hoffman
2988,MR. PEM CHHIRI SHERPA,NEPAL,23,5,2010,,"""",""""
2320,MR. DAWA FINJO LAMA BHOTE,NEPAL,25,5,2008,NORMAL,"""",""""
4499,MS. TASHI LASKIT,INDIA,21,5,2016,,"""",""""
289,PETER HILLARY,NEW ZEALAND,10,5,1990,SOUTHCOL,"""",""""
931,MIGUEL ALVAREZ MENOR,GERMANY,23,5,2001,"SOUTH E.
RIDGE","EVEREST 2001
FRIENDSHIP
INTERNATIONAL EXP.",Gotz Wiegand
4195,"MR. SHIVA BAHADUR
SAPKOTA",NEPAL,20,5,2013,,"""",""""
2684,MR. CHEWANG DORGEE SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
2551,HSIAO SHIN LEE,CHINA,22,5,2009,NORMAL,"""",""""
4816,MS. CHETNA SAHOO,INDIA,19,5,2016,,"""",""""
3809,"MR. PHURBA TSHERING
SHERPA",NEPAL,26,5,2012,,"""",""""
2664,MR.DA DENDI SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
3715,MR. CHHEMBI SHERPA,NEPAL,25,5,2012,,"""",""""
943,PASANG GELU SHERPA,NEPAL,24,4,2001,"SOUTH E.
RIDGE","""",""""
2355,MR.ARRI JERO ALEKSI LEINO,FINLAND,20,5,2009,NORMAL,"""",""""
4222,MR. GYALJEN DORJI SHERPA,NEPAL,10,5,2013,,"""",""""
4945,LIAM PATRICK SMITH,UK,16,5,2017,,"""",""""
1699,LHAKPA BHOTE,NEPAL,21,5,2007,S.E.RIDGE,"""",""""
4994,CHHEWANG DORJEE SHERPA,NEPAL,22,5,2017,,"""",""""
3334,MR. POTTER ADAM ROBERT,UK,25,5,2011,,"""",""""
2823,MR. ANG PEMBA SHERPA,NEPAL,23,5,2010,,"""",""""
3169,MR. HAMIDREZA DEHGHAN,IRAN,19,5,2011,,"""",""""
3465,MS. SANDRA LEDUC,CANADA,26,5,2012,,"""",""""
986,DANURU SHERPA,NEPAL,16,5,2002,"SOUTH E.
RIDGE","""",""""
4306,MR.FUR KANCHA SHERPA,NEPAL,22,5,2013,,"""",""""
2747,MR. TSHERING FINJO SHERPA,NEPAL,22,5,2010,,"""",""""
3358,MR. PEMBA NURU SHERPA,NEPAL,20,5,2011,,"""",""""
5067,MINGMAR SHERPA,NEPAL,22,5,2017,,"""",""""
982,MINGMA TSHERING SHERPA,NEPAL,16,5,2002,"SOUTH E.
RIDGE","""",""""
2808,MR. MICHIHIRO KADOYA,JAPAN,22,5,2010,,"""",""""
4981,LEAH MAREE JAY,AUSTRALIA,22,5,2017,,"""",""""
3572,MR. LAKPA TASI SHERPA,NEPAL,19,5,2012,,"""",""""
3317,MR. BRIAN DICKINSON,USA,15,5,2011,,"""",""""
3979,MR. JANGBU SHERPA,NEPAL,19,5,2013,,"""",""""
2670,DR. YURI CONTRERAS CEDI,MEXICO,21,5,2009,NORMAL,"""",""""
4216,MR. FURA CHHETEN SHERPA,NEPAL,23,5,2013,,"""",""""
1458,LHAKPA NORBU SHERPA,NEPAL,30,5,2005,S E RIDGE,"""",
1396,LINDLEY ZERBE,USA,31,5,2005,S E RIDGE,"2005 IMG SINGAPORE
EVEREST EXPEDITION","Michael
A. Hamill"
265,AGIWA SHERPA,NEPAL,10,5,1989,S.W. FACE,"""",""""
2697,MR. DAWA GYALJEN SHERPA,NEPAL,15,10,2010,,"""",""""
930,PASANG NURBU SHERPA,NEPAL,23,5,2001,"SOUTH E.
RIDGE","""",""""
5133,RAMAN NAIR HACHOODAN,MALAYSIA,20,5,2017,,"""",""""
3104,MS. NIRUPAMA PANDEY,INDIA,25,5,2011,,"""",""""
3936,MR. PASANG NORBU SHERPA,NEPAL,19,5,2013,,"""",""""
2179,MR. CHARLES H. HIDE III,USA,24,5,2008,NORMAL,"""",""""
4616,MR. KILI PEMBA SHERPA,NAMIBIA,19,5,2016,,"""",""""
247,PHU DORJEE SHERPA,NEPAL,2,10,1988,NORTH WEST,"""",""""
4051,DR. NIMA NAMGYAL SHERPA,NEPAL,19,5,2013,,"""",""""
1759,AHMAD R.B.ROZALI,MALAYSIA,21,5,2007,S.E.RIDGE,"""",""""
5158,"MR. TORKJEL
USTGAARD HURTIG",NORWAY,16,5,2017,,"""",""""
3168,MR. ALF ROBIN TRYGG,SWEDEN,13,5,2011,,"""",""""
924,PAUL GIORGION,USA,23,5,2001,"SOUTH E.
RIDGE","""",""""
2639,MR.DA ONGCHHU SHERPA,NEPAL,20,5,2009,NORMAL,"""",""""
269,ADRIAN BURGESS,UK,24,5,1989,S.E. RIDGE,"AMERICAN SNOW BIRD
EVEREST EXP.","Ms. Karen
Fellerhoff"
670,EINAR STEFANSON,ICELAND,21,5,1997,S.E. RIDGE,"""",""""
5073,HUN MOO JANG,SOUTH KOREA,21,5,2017,,"YESGUMI 7 SUMMITS
2017 ASIA EVEREST
8848 EXPEDITION",Hun Moo Jang
1911,PAVEL BEM,CZECH,18,5,2007,S.E.RIDGE,"CZECH -SLOVAK
EVEREST EXPD.","Vladimir Zboja
Mgr."
3537,"MR. CHARLES JOSEPH
LALONDE",USA,19,5,2012,,"""",""""
1153,CPL.KRISHNA JUNG HAMALL THAKURI,NEPAL,22,5,2003,"SOUTH EAST
RIDGE","""",""""
5108,PASANG SHERPA,NEPAL,28,5,2017,,"""",""""
3899,LAKPA WANGEL SHERPA,NEPAL,19,5,2013,,"""",""""
5066,PASANG KAJI SHERPA,NEPAL,22,5,2017,,"""",""""
1782,MAILA TAMANG,NEPAL,16,5,2007,S.E.RIDGE,"""",""""
2414,MS. BARBARA SUSANNE BIERLING,GERMANY,21,5,2009,NORMAL,"""",""""
2308,MR. NURU WANCHHU SHERPA,NEPAL,23,5,2008,NORMAL,"""",""""
2440,MS. KIYOMI TAKIGUCHI,JAPAN,23,5,2009,NORMAL,"""",""""
3366,MR. WOODWARD MARK WYNTON,NEW ZEALAND,11,5,2011,,,
1916,LHAKPA GELJE SHERPA,NEPAL,16,5,2007,S.E.RIDGE,"""",""""
613,SCOTT FISHER,USA,10,5,1996,SOUTHCOL,"SAGARMATHA
ENVIRONMENTAL EXP",Scott Fisher
2708,MR. CHARLES SCOTT WOOLUMS,USA,23,5,2010,,"MOUNTAIN TRIP
EVEREST 2010","Mr. Charles
Scott Woolums"
2268,MR. PEMBA RITA SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
4636,MR. NIMA GYALJEN SHERPA,NEPAL,15,5,2016,,"""",""""
1899,PAUL FRAKN GIORGIO,USA,17,5,2007,S.E.RIDGE,"INTERNATIONAL EVEREST
EXP. 07",Wolf Herbert
1650,PASANG SHERPA,NEPAL,18,5,2006,"NORMAL
ROUTE","""",""""
4502,MR. BALKAR SINGH,INDIA,21,5,2016,,"""",""""
259,NIMA TIRA SHERPA,NEPAL,14,10,1988,SOUTHCOL,",,",",,"
3752,MR. DANURU SHERPA,NEPAL,25,5,2012,,"""",""""
848,TENZING DORJE SHERPA,NEPAL,21,5,2000,S.E. RIDGE,"""",""""
3725,MR. LAKPA THENDU SHERPA,NEPAL,26,5,2012,,"""",""""
4511,"MR. STEPHEN PAUL
WATERMAN",UK,13,5,2016,,"""",""""
1234,DONALD HOLTON HUNTER,CANADA,24,5,2004,S. E RIDGE,"""",""""
1128,MINNGAR CHIRRI SHERPA,NEPAL,22,5,2003,"SOUTH E.
RIDGE","""",""""
4330,"MR.MARSHALL WAYNE
KLITZKE",USA,20,5,2013,,"""",""""
1968,MR. MARCO SALA,ITALY,22,5,2008,S.E.RIDGE,"""",""""
559,NGA TEMBA SHERPA,NEPAL,5,8,1994,SOUTH PILLAR,"""",""""
905,PHURA DORJE SHERPA,NEPAL,22,5,2001,"SOUTH E.
RIDGE","""",""""
485,ANG TSHERING SHERPA,NEPAL,10,5,1993,S.RIDGE,"""",""""
2212,MR. TRAVIS A. HOLLAND,AUSTRALIA,22,5,2008,NORMAL,"""",""""
1321,KARMA RITA SHERPA,NEPAL,15,5,2004,S E RIDGE,"""",""""
2648,MR. SATAL SINGH,INDIA,21,5,2009,NORMAL,"""",""""
8,GONPA,CHINA,1,1,1960,NORTHCOL,CHINESE EXPEDITION,""""
2316,MR. BRIAN JONES,CANADA,25,5,2008,NORMAL,CWMS H.G. CANADIAN EVEREST EXP. 2008,Brian Jones
3701,MS. DEEPIKA RATHORE,INDIA,25,5,2012,,"""",""""
3602,MS. MONIQUE RICHARD,CANADA,19,5,2012,,"""",""""
1451,KARMA GYALGEN SHERPA,NEPAL,30,5,2005,S E RIDGE,"""",""""
1202,KOJI NAGAKUBO,JAPAN,22,5,2003,S. E RIDGE,"""",""""
2427,MR.NNG KARMA SHERPA,NEPAL,21,5,2009,NORMAL,"""",""""
1815,DAWA STEVEN SHERPA,NEPAL,21,5,2007,S.E.RIDGE,"""",""""
774,CARLOS G. PEREDA,MEXICO,6,5,1999,S.E. RIDGE,"""",""""
2275,MR. CHHEWAND SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
1012,NIMA NORBU SHERPA,NEPAL,16,5,2002,"SOUTH E.
RIDGE","""",""""
4972,MR. JOHN JOSEPH BURKE,USA,26,5,2017,,"""",""""
2759,MR. PEMBA DORJEE SHERPA,NEPAL,17,5,2010,,,
1992,MR. YOSHINOBU KATO,JAPAN,24,5,2008,NORMAL,"YAMAMOT KADOYA
2008 SPRINGMT.
SAGARMATHA GUIDE",Yoshinobu Kato
1278,NIKOLAOS MAGITSIS,GREECE,17,5,2004,"SOUTH EAST
RIDGE","""",""""
1784,PASANG TENDI SHERPA,NEPAL,24,5,2007,S.E.RIDGE,"""",""""
5118,FURI SHERPA,NEPAL,16,5,2017,,"""",""""
447,PEMBA DORJE SHERPA,NEPAL,22,4,1993,E. RIDGE,"""",""""
881,PATRICK J. KENNY,USA,26,5,2000,"SOUTH E.
RIDGE","""",""""
4732,MR. PEMBA RINJI SHERPA,NEPAL,19,5,2016,,"""",""""
782,NIMA GOMBY SHERPA,NEPAL,12,5,1999,S.E. RIDGE,"H.G. VEEREST EXP.
1999",Henry B. Todd
1750,KIM SEONG BONG,SOUTH KOREA,18,5,2007,S.E.RIDGE,"2007 EVEREST SILVER
EXPEDITION OF KOREA","Kim Seong
Bong"
3829,MR. FURA SANGBO SHERPA,NEPAL,18,5,2012,,"""",""""
3830,MR. MINGMA NURU SHERPA,NEPAL,18,5,2012,,"""",""""
2424,MR.PHURBA TASI DHERPA,NEPAL,5,5,2009,NORMAL,"""",""""
5176,LAMA DAWA SHERPA,NEPAL,16,5,2017,,"""",""""
4583,MR. PASANG BHOTE,NEPAL,20,5,2016,,"""",""""
884,WOONG-SIK KIM,SOUTH KOREA,4,10,2000,SOUTH E. RIDGE,"""",""""
2671,MS. LAURA G.D.C. ARANDA,MEXICO,21,5,2009,NORMAL,"""",""""
1092,BRIAN DAY O'CONNER,USA,26,5,2003,"SOUTH EAST
RIDGE","""",""""
4665,MR. KUSANG SHERPA,NEPAL,19,5,2016,,"""",""""
3312,MR. DAWA TSHERING SHERPA,NEPAL,13,5,2011,,"""",""""
532,GARY PFISTERER,USA,7,10,1993,S.RIDGE,"""",""""
2859,MR. PEMBA TENZIN SHERPA,NEPAL,24,5,2010,,"""",""""
2439,MR. SHOKICHI SAITO,JAPAN,23,5,2009,NORMAL,"""",""""
4309,MR.FUR KANCHA SHERPA,NEPAL,10,5,2013,,"""",""""
3750,"MS. DAWA YANGZUM
SHERPA",NEPAL,25,5,2012,,"""",""""
4351,MR. PHINJO SHERPA,NEPAL,12,5,2013,,"""",""""
2291,MR. MICHAEL A. HAMILL,USA,24,5,2008,NORMAL,"""",""""
1728,MICHAEL P. W. GROCOTT,UK,25,5,2007,S.E.RIDGE,"CAUDWELL XTREME
EVEREST SUMMIT
TEAM I","Michaeal P.W
Grocott"
611,MINGMA SHERPA,NEPAL,10,5,1996,NORMAL,"""",""""
571,NURBU SHERPA,NEPAL,5,9,1994,S.E. RIDGE,"""",""""
4379,"MR. TSHERING TASHI
SHERPA",NEPAL,17,5,2013,,"""",""""
5003,DAWA BHOTE,NEPAL,22,5,2017,,"""",""""
344,VLADMIR BAL YVERDIN,USSR,6,10,1991,SOUTHCOL,LENINGRAD EXPEDITION,Vladimir
3389,MR. GIBBONS MICHEL WAYNE,USA,19,5,2011,,"""",""""
3549,MR. FUNURU SHERPA,NEPAL,25,5,2012,,"""",""""
435,MICHEL VICENT,FRANCE,7,10,1992,"SOUTH
COL.VIA EAST
FACE",INT'L EVEREST EXP,Michel Vicent
1904,RALPH ZIEGELMEIER,GERMANY,22,5,2007,S.E.RIDGE,"""",""""
98,RSM. HANNELO SCHAMATZ,GERMANY,2,10,1979,SOUTHCOL,"""",""""
2686,MR.ANG GELU SHERPA,NEPAL,19,5,2009,NORMAL,"""",""""
2070,MR. NIMA NURU SHERPA,NEPAL,21,5,2008,NORMAL,"""",""""
1538,PEMBA GYALZEN SHERPA,NEPAL,24,5,2006,"NORMAL
ROUTE","""",""""
4274,"MS. MOHARRAK RAHA
HASSAN Y",SAUDI ARABIA,18,5,2013,,"""",""""
3495,MR. UELI STECK,SWITZERLAND,18,5,2012,,"HIGH ADVENTURE
EXPEDITIONS EVEREST
2012","Mr. Hugo David
Searle"
1518,JANG SEOP SHIN,SOUTH KOREA,17,5,2006,"SOUTH EAST
RIDGE","2006 KOREAN
CHUNG DONG 100",Jang Seop Shin
